dataset,project,package,complextype,severity,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
data-class,jgraph-5.13.0.0,com.jgraph.layout.organic,JGraphOrganicLayout.CellWrapper,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9477124183006536,43.0,2335.0,53577.0,179.0,0.0,0.0,17.0,9.0,4.0,399.0,0.0,0.0,0.0,0.0,23.0,39.0,2349.0,1.0,117.0,2996.0,18.0,0.0,32.0,18.0,0.058823529411764705,1.0,18.0,0.05555555555555555,0.0,other,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,0.0,public
data-class,openjms-0.7.7-beta-1,org.exolab.jms.tranlog,DataTransactionLogEntry,1.0,1.2,1.4285714285714286,0.0,3.0,4.0,2.0,2.0,0.6666666666666666,68.0,1207.0,68929.0,98.0,11.0,2.0,2.0,2.0,9.0,515.0,0.0,0.0,1.0,0.0,79.0,50.0,3254.0,5.0,69.0,3790.0,7.0,0.0,48.0,22.0,1.0,6.0,10.0,0.6,0.0,other,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,public
data-class,openjms-0.7.7-beta-1,org.exolab.jms.tranlog,SerializationHelper,1.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,0.0,44.0,1207.0,68929.0,44.0,0.0,0.0,0.0,0.0,9.0,515.0,0.0,0.0,0.0,0.0,79.0,50.0,3254.0,2.0,69.0,3790.0,2.0,0.0,48.0,2.0,0.0,3.0,3.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,public
data-class,openjms-0.7.7-beta-1,org.exolab.jms.authentication,User,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.75,35.0,419.0,68929.0,75.0,0.0,1.0,4.0,2.0,3.0,515.0,0.0,0.0,1.0,0.0,79.0,23.0,3254.0,3.0,27.0,3790.0,7.0,0.0,48.0,7.0,0.4,3.0,7.0,0.42857142857142855,0.0,other,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,public
data-class,fitlibraryforfitnesse-20100806,fitlibrary.specify.entityParser,UserAdapter,1.0,1.3333333333333333,1.2,1.0,1.0,1.0,1.0,1.0,0.75,15.0,87.0,25691.0,26.0,0.0,0.0,2.0,2.0,4.0,795.0,0.0,0.0,2.0,0.0,87.0,12.0,3476.0,3.0,17.0,4165.0,5.0,0.0,108.0,7.0,0.2,4.0,6.0,0.6,0.0,other,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,public
data-class,fitlibraryforfitnesse-20100806,fitlibrary.specify.domain,Primitives,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8571428571428571,32.0,423.0,25691.0,32.0,0.0,0.0,7.0,4.0,31.0,795.0,0.0,0.0,1.0,3.0,87.0,23.0,3476.0,1.0,87.0,4165.0,8.0,0.0,108.0,8.0,0.14285714285714285,1.0,8.0,0.125,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,public
data-class,fitlibraryforfitnesse-20100806,fitlibrary.specify.domain,BadConstructorsInNestedObjects.Employee,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.8,24.0,423.0,25691.0,24.0,0.0,0.0,6.0,3.0,31.0,795.0,0.0,1.0,0.0,3.0,87.0,23.0,3476.0,0.0,87.0,4165.0,6.0,0.0,108.0,6.0,0.2,0.0,6.0,0.0,1.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,public
data-class,fitlibraryforfitnesse-20100806,fitlibrary.specify,AggregateDomainObject.Book,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.8,25.0,1934.0,25691.0,25.0,0.0,0.0,6.0,3.0,128.0,795.0,0.0,0.0,0.0,0.0,87.0,327.0,3476.0,0.0,410.0,4165.0,6.0,0.0,108.0,6.0,0.2,0.0,6.0,0.0,1.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,public
data-class,fitlibraryforfitnesse-20100806,fitlibrary.specify,AggregateDomainObject.Author,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.8333333333333334,29.0,1934.0,25691.0,29.0,0.0,0.0,6.0,3.0,128.0,795.0,0.0,0.0,0.0,0.0,87.0,327.0,3476.0,1.0,410.0,4165.0,7.0,0.0,108.0,7.0,0.2,1.0,7.0,0.14285714285714285,1.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,public
data-class,fitlibraryforfitnesse-20100806,fitlibraryGeneric.eg.rentEz,Rental,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.8,24.0,210.0,25691.0,24.0,0.0,0.0,6.0,3.0,11.0,795.0,0.0,0.0,0.0,0.0,87.0,16.0,3476.0,0.0,49.0,4165.0,6.0,0.0,108.0,6.0,0.2,0.0,6.0,0.0,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,public
data-class,fitlibraryforfitnesse-20100806,fitlibraryGeneric.eg.rentEz,RentalItem,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.8,23.0,210.0,25691.0,23.0,0.0,0.0,6.0,3.0,11.0,795.0,0.0,0.0,0.0,0.0,87.0,16.0,3476.0,0.0,49.0,4165.0,6.0,0.0,108.0,6.0,0.2,0.0,6.0,0.0,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,public
data-class,fitlibraryforfitnesse-20100806,fitlibraryGeneric.eg.rentEz,RentalItemType,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8571428571428571,31.0,210.0,25691.0,31.0,0.0,0.0,8.0,4.0,11.0,795.0,0.0,0.0,0.0,0.0,87.0,16.0,3476.0,0.0,49.0,4165.0,8.0,0.0,108.0,8.0,0.14285714285714285,0.0,8.0,0.0,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,public
data-class,colt-1.2.0,cern.jet.math,cern.jet.math.Functions$20,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2888.0,75688.0,3.0,0.0,0.0,0.0,0.0,133.0,525.0,0.0,0.0,1.0,0.0,67.0,235.0,3956.0,1.0,235.0,4143.0,1.0,0.0,24.0,1.0,1.0,1.0,1.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,package
data-class,colt-1.2.0,cern.jet.math,cern.jet.math.Functions$40,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,3.0,2888.0,75688.0,3.0,0.0,0.0,0.0,0.0,133.0,525.0,0.0,0.0,1.0,0.0,67.0,235.0,3956.0,1.0,235.0,4143.0,1.0,0.0,24.0,3.0,1.0,1.0,1.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,package
data-class,colt-1.2.0,cern.clhep,Units,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,230.0,340.0,75688.0,230.0,0.0,0.0,0.0,109.0,2.0,525.0,0.0,0.0,0.0,0.0,67.0,2.0,3956.0,1.0,2.0,4143.0,1.0,109.0,24.0,1.0,1.0,1.0,1.0,0.0,0.0,other,109.0,0.0,109.0,0.0,109.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,public
data-class,colt-1.2.0,cern.clhep,PhysicalConstants,1.0,1.0,1.0,12.0,1.0,0.0,1.0,0.0,0.0,110.0,340.0,75688.0,110.0,0.0,0.0,0.0,33.0,2.0,525.0,0.0,0.0,0.0,0.0,67.0,2.0,3956.0,1.0,2.0,4143.0,1.0,33.0,24.0,1.0,1.0,1.0,1.0,0.0,0.0,other,33.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,public
data-class,jung-2.0.1,edu.uci.ics.jung.visualization3d.decorators,PickableVertexPaintTransformer,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,40.0,40.0,53617.0,40.0,0.0,0.0,0.0,3.0,1.0,786.0,0.0,0.0,1.0,0.0,63.0,2.0,3333.0,2.0,2.0,3884.0,2.0,0.0,40.0,3.0,1.0,4.0,4.0,1.0,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,public
data-class,jung-2.0.1,edu.uci.ics.jung.io.graphml.parser,GraphElementParser,1.0,5.8,5.8,25.0,22.0,27.0,2.0,15.0,0.0,214.0,1004.0,53617.0,214.0,5.0,0.0,0.0,0.0,14.0,786.0,0.0,0.0,0.0,1.0,63.0,41.0,3333.0,5.0,41.0,3884.0,5.0,0.0,40.0,51.0,1.0,29.0,29.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,public
data-class,jung-2.0.1,edu.uci.ics.jung.visualization,GraphZoomScrollPane,3.0,1.0,3.5714285714285716,3.0,8.0,13.0,5.0,10.0,0.8888888888888888,96.0,2913.0,53617.0,272.0,520.0,0.0,6.0,6.0,22.0,786.0,4.0,0.0,0.0,6.0,63.0,214.0,3333.0,1.0,322.0,3884.0,7.0,0.0,40.0,21.0,0.6,1.0,25.0,0.2,0.0,other,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,5.0,0.0,0.0,public
data-class,pooka-3.0-080505,net.suberic.pooka.resource,JDBCResourceManager,1.0,3.4285714285714284,3.4285714285714284,3.0,11.0,16.0,2.0,11.0,0.0,151.0,473.0,68127.0,151.0,10.0,0.0,0.0,0.0,4.0,813.0,0.0,0.0,0.0,0.0,36.0,32.0,3762.0,7.0,32.0,4551.0,7.0,0.0,28.0,37.0,0.0,24.0,24.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,public
data-class,pooka-3.0-080505,net.suberic.pooka.event,MessageLoadedEvent,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,44.0,68127.0,34.0,0.0,0.0,4.0,7.0,2.0,813.0,0.0,0.0,0.0,1.0,36.0,3.0,3762.0,1.0,7.0,4551.0,5.0,3.0,28.0,5.0,0.0,1.0,5.0,0.125,0.0,other,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,public
data-class,pooka-3.0-080505,net.suberic.pooka.cache,CachingFolderInfo,4.0,6.225,5.953488372093023,34.0,38.0,89.0,3.0,21.0,0.9444444444444444,1348.0,3417.0,68127.0,1400.0,123.0,34.0,3.0,3.0,14.0,813.0,1.0,0.0,0.0,1.0,36.0,161.0,3762.0,40.0,181.0,4551.0,43.0,0.0,28.0,302.0,0.3402439024390244,249.0,256.0,0.9090909090909091,0.0,other,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,43.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,33.0,38.0,0.0,public
data-class,pooka-3.0-080505,net.suberic.pooka.gui,ResponseWrapper,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,1.0,24196.0,68127.0,31.0,0.0,0.0,6.0,3.0,497.0,813.0,0.0,0.0,0.0,8.0,36.0,1562.0,3762.0,0.0,1857.0,4551.0,6.0,0.0,28.0,6.0,0.2,0.0,6.0,0.0,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,package
data-class,pooka-3.0-080505,net.suberic.util.gui.propedit,PropertyValueVetoException,3.0,1.0,1.1428571428571428,0.0,1.0,0.0,3.0,0.0,1.0,20.0,6239.0,68127.0,63.0,14.0,1.0,5.0,5.0,62.0,813.0,0.0,0.0,0.0,3.0,36.0,335.0,3762.0,2.0,404.0,4551.0,7.0,0.0,28.0,7.0,0.3,2.0,8.0,0.2857142857142857,0.0,other,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,public
data-class,pooka-3.0-080505,net.suberic.pooka,FolderInfo,4.0,3.8333333333333335,3.175324675324675,20.0,30.0,80.0,1.0,36.0,0.9844249756640245,2378.0,16063.0,68127.0,2792.0,0.0,0.0,46.0,47.0,89.0,813.0,13.0,4.0,5.0,6.0,36.0,749.0,3762.0,108.0,950.0,4551.0,154.0,8.0,28.0,248.0,0.272108843537415,414.0,489.0,0.6204379562043796,0.0,other,0.0,0.0,0.0,38.0,9.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,154.0,153.0,1.0,2.0,2.0,20.0,3.0,17.0,20.0,129.0,105.0,1.0,public
data-class,pooka-3.0-080505,net.suberic.pooka,StoreInfo,4.0,5.243243243243243,3.890909090909091,19.0,20.0,51.0,1.0,21.0,0.9644444444444444,1179.0,16063.0,68127.0,1299.0,0.0,0.0,18.0,25.0,89.0,813.0,3.0,0.0,3.0,6.0,36.0,749.0,3762.0,37.0,950.0,4551.0,55.0,0.0,28.0,120.0,0.43962585034013607,194.0,214.0,0.627906976744186,0.0,other,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,55.0,0.0,2.0,7.0,23.0,5.0,0.0,0.0,43.0,36.0,0.0,public
data-class,galleon-2.3.0,org.lnicholls.galleon.apps.desktop,DesktopConfiguration,3.0,1.0,1.2857142857142858,0.0,0.0,0.0,1.0,0.0,0.7777777777777777,45.0,467.0,120720.0,79.0,0.0,1.0,4.0,3.0,6.0,764.0,0.0,0.0,1.0,0.0,30.0,16.0,3256.0,3.0,20.0,4305.0,7.0,0.0,35.0,7.0,0.23809523809523808,3.0,9.0,0.42857142857142855,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,3.0,0.0,public
data-class,galleon-2.3.0,org.lnicholls.galleon.apps.email,Email.EmailItem,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,35.0,1875.0,120720.0,63.0,0.0,0.0,4.0,4.0,14.0,764.0,0.0,0.0,0.0,0.0,30.0,40.0,3256.0,1.0,65.0,4305.0,5.0,0.0,35.0,5.0,0.0,1.0,5.0,0.2,1.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,private
data-class,galleon-2.3.0,org.lnicholls.galleon.apps.weather,WeatherData.Alert,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,47.0,5472.0,120720.0,117.0,0.0,0.0,10.0,5.0,29.0,764.0,0.0,0.0,1.0,0.0,30.0,75.0,3256.0,1.0,224.0,4305.0,11.0,0.0,35.0,11.0,0.1111111111111111,1.0,11.0,0.09090909090909091,1.0,other,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,public
data-class,galleon-2.3.0,org.lnicholls.galleon.widget,DefaultApplication.ApplicationEvent,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,7792.0,120720.0,101.0,0.0,0.0,6.0,6.0,29.0,764.0,0.0,0.0,0.0,2.0,30.0,163.0,3256.0,1.0,230.0,4305.0,7.0,0.0,35.0,7.0,0.0,1.0,7.0,0.14285714285714285,1.0,other,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,public
data-class,galleon-2.3.0,org.lnicholls.galleon.util,SharedNameValue,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,18.0,7639.0,120720.0,48.0,5.0,0.0,6.0,6.0,52.0,764.0,0.0,2.0,1.0,3.0,30.0,239.0,3256.0,2.0,261.0,4305.0,8.0,3.0,35.0,14.0,0.2,2.0,8.0,0.18181818181818182,0.0,other,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,public
data-class,galleon-2.3.0,org.lnicholls.galleon.util,IMDB,4.0,23.857142857142858,23.857142857142858,17.0,2.0,14.0,1.0,2.0,0.8333333333333334,1217.0,7639.0,120720.0,1217.0,0.0,0.0,0.0,1.0,52.0,764.0,0.0,0.0,0.0,3.0,30.0,239.0,3256.0,7.0,261.0,4305.0,7.0,0.0,35.0,38.0,0.3,167.0,167.0,1.0,0.0,other,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,7.0,7.0,public
data-class,galleon-2.3.0,org.lnicholls.galleon.apps.traffic,TrafficConfiguration.Location,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,55.0,1908.0,120720.0,125.0,0.0,0.0,10.0,5.0,12.0,764.0,0.0,0.0,1.0,0.0,30.0,40.0,3256.0,2.0,62.0,4305.0,12.0,0.0,35.0,12.0,0.1111111111111111,2.0,12.0,0.16666666666666666,1.0,other,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,public
data-class,galleon-2.3.0,org.lnicholls.galleon.apps.traffic,Traffic.Result,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,49.0,1908.0,120720.0,91.0,0.0,0.0,6.0,6.0,12.0,764.0,0.0,0.0,0.0,0.0,30.0,40.0,3256.0,1.0,62.0,4305.0,7.0,0.0,35.0,7.0,0.0,1.0,7.0,0.14285714285714285,1.0,other,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,package
data-class,galleon-2.3.0,org.lnicholls.galleon.apps.upcoming,UpcomingConfiguration.Location,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8571428571428571,39.0,2505.0,120720.0,81.0,0.0,0.0,6.0,3.0,20.0,764.0,0.0,0.0,1.0,0.0,30.0,63.0,3256.0,2.0,75.0,4305.0,8.0,0.0,35.0,8.0,0.2,2.0,8.0,0.25,1.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,public
data-class,galleon-2.3.0,org.lnicholls.galleon.server,Server,4.0,3.6285714285714286,3.10752688172043,27.0,38.0,71.0,1.0,35.0,0.9617918313570487,1324.0,4016.0,120720.0,1494.0,0.0,0.0,23.0,33.0,17.0,764.0,7.0,0.0,0.0,2.0,30.0,203.0,3256.0,70.0,326.0,4305.0,93.0,0.0,35.0,202.0,0.3473389355742297,254.0,289.0,0.7441860465116279,0.0,other,0.0,0.0,0.0,25.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,87.0,6.0,0.0,0.0,33.0,7.0,0.0,0.0,86.0,69.0,6.0,public
data-class,galleon-2.3.0,org.lnicholls.galleon.apps.videocasting,Videocasting,4.0,25.857142857142858,25.857142857142858,34.0,25.0,23.0,7.0,9.0,1.0,5126.0,6189.0,120720.0,5126.0,158.0,1.0,0.0,9.0,33.0,764.0,11.0,0.0,0.0,0.0,30.0,103.0,3256.0,7.0,111.0,4305.0,7.0,1.0,35.0,134.0,0.0,181.0,181.0,0.8,0.0,other,1.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,8.0,3.0,0.0,0.0,4.0,7.0,4.0,public
data-class,galleon-2.3.0,org.lnicholls.galleon.apps.podcasting,Podcasting,4.0,23.125,23.125,34.0,25.0,25.0,7.0,11.0,1.0,5349.0,6405.0,120720.0,5349.0,158.0,1.0,0.0,9.0,41.0,764.0,11.0,0.0,0.0,0.0,30.0,113.0,3256.0,8.0,121.0,4305.0,8.0,1.0,35.0,134.0,0.0,185.0,185.0,0.8,0.0,other,1.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,0.0,0.0,8.0,4.0,0.0,0.0,4.0,8.0,5.0,public
data-class,wct-1.5.2,org.webcurator.ui.site,SiteEditorContext,2.0,1.0,1.0,2.0,7.0,4.0,2.0,4.0,0.8611111111111112,33.0,145.0,69698.0,78.0,4.0,0.0,6.0,4.0,2.0,606.0,0.0,0.0,0.0,0.0,65.0,8.0,2783.0,4.0,14.0,5527.0,10.0,0.0,85.0,20.0,0.16666666666666666,4.0,10.0,0.4,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,3.0,0.0,public
data-class,wct-1.5.2,org.webcurator.domain.model.report,AbstractTargetScheduleView,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9685314685314684,69.0,475.0,69698.0,292.0,0.0,0.0,22.0,13.0,2.0,606.0,0.0,0.0,0.0,0.0,65.0,5.0,2783.0,1.0,43.0,5527.0,23.0,2.0,85.0,23.0,0.04411764705882353,1.0,23.0,0.0,0.0,other,2.0,0.0,2.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,11.0,5.0,0.0,1.0,17.0,0.0,0.0,public
data-class,wct-1.5.2,org.webcurator.domain.model.audit,Audit,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9603174603174603,8.0,224.0,69698.0,224.0,0.0,0.0,22.0,12.0,1.0,606.0,0.0,0.0,0.0,0.0,65.0,0.0,2783.0,0.0,22.0,5527.0,22.0,1.0,85.0,22.0,0.047619047619047616,0.0,22.0,0.0,0.0,other,1.0,0.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,23.0,0.0,0.0,public
data-class,wct-1.5.2,org.webcurator.ui.groups.command,MembersCommand,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9722222222222222,9.0,1119.0,69698.0,89.0,0.0,0.0,10.0,8.0,9.0,606.0,0.0,0.0,0.0,0.0,65.0,10.0,2783.0,0.0,136.0,5527.0,10.0,3.0,85.0,10.0,0.1111111111111111,0.0,10.0,0.0,0.0,other,3.0,0.0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,public
data-class,wct-1.5.2,org.webcurator.ui.groups.command,AddMembersCommand,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9945054945054945,7.0,1119.0,69698.0,119.0,0.0,0.0,14.0,13.0,9.0,606.0,0.0,0.0,0.0,0.0,65.0,10.0,2783.0,1.0,136.0,5527.0,15.0,6.0,85.0,15.0,0.07692307692307693,1.0,15.0,0.047619047619047616,0.0,other,6.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0,public
data-class,wct-1.5.2,org.webcurator.ui.groups.command,MoveTargetsCommand,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9805194805194805,3.0,1119.0,69698.0,115.0,0.0,0.0,14.0,11.0,9.0,606.0,0.0,0.0,0.0,0.0,65.0,10.0,2783.0,1.0,136.0,5527.0,15.0,4.0,85.0,15.0,0.07692307692307693,1.0,15.0,0.05263157894736842,0.0,other,4.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0,public
