dataset,project,package,complextype,method,severity,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_method,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
long-method,trove-2.1.0,gnu.trove.benchmark,MemoryUsage,sizeOf(MemoryUsage.Creator),1.0,1.0,1.0,0.0,0.0,1.0,3.0,18.0,3.0,0.0,9.0,0.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,11.0,1.0,10.0,0.0,196.0,993.0,8432.0,196.0,0.0,0.0,0.0,0.0,30.0,91.0,10.0,0.0,0.0,4.0,9.0,106.0,567.0,4.0,111.0,585.0,4.0,0.0,3.0,15.0,0.0,8.0,8.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,public
long-method,trove-2.1.0,gnu.trove.benchmark,MemoryUsage,getUsedMemory(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,11.0,1.0,10.0,0.0,196.0,993.0,8432.0,196.0,0.0,0.0,0.0,0.0,30.0,91.0,10.0,0.0,0.0,4.0,9.0,106.0,567.0,4.0,111.0,585.0,4.0,0.0,3.0,15.0,0.0,8.0,8.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,public
long-method,trove-2.1.0,gnu.trove.benchmark,MemoryUsage,gc(),1.0,0.0,1.0,0.0,0.0,1.0,2.0,14.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,11.0,1.0,10.0,0.0,196.0,993.0,8432.0,196.0,0.0,0.0,0.0,0.0,30.0,91.0,10.0,0.0,0.0,4.0,9.0,106.0,567.0,4.0,111.0,585.0,4.0,0.0,3.0,15.0,0.0,8.0,8.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,public
long-method,trove-2.1.0,gnu.trove.benchmark,MemoryUsage,main(String[]),1.0,1.0,0.0,0.0,0.0,0.0,2.0,31.0,2.0,0.0,6.0,0.0,5.0,0.0,9.0,10.0,0.0,0.0,10.0,0.0,0.9,1.0,2.0,2.0,0.0,0.0,11.0,1.0,10.0,0.0,196.0,993.0,8432.0,196.0,0.0,0.0,0.0,0.0,30.0,91.0,10.0,0.0,0.0,4.0,9.0,106.0,567.0,4.0,111.0,585.0,4.0,0.0,3.0,15.0,0.0,8.0,8.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,public
long-method,trove-2.1.0,gnu.trove.benchmark,MemoryUsage.MemoryComparator,MemoryComparator(MemoryUsage.CreatorMemoryUsage.CreatorString),1.0,3.0,1.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,3.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.5,26.0,993.0,8432.0,26.0,0.0,0.0,0.0,2.0,30.0,91.0,0.0,0.0,0.0,4.0,9.0,106.0,567.0,2.0,111.0,585.0,2.0,0.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,package
long-method,trove-2.1.0,gnu.trove,TLinkedList.IteratorImpl,IteratorImpl(int),1.0,1.0,1.0,5.0,2.0,1.0,3.0,22.0,8.0,0.0,2.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.5,0.0,2.5,2.6363636363636362,6.0,3.0,6.0,1.0,3.0,1.0,170.0,7010.0,8432.0,197.0,0.0,0.0,1.0,3.0,59.0,91.0,0.0,0.0,1.0,5.0,9.0,451.0,567.0,10.0,464.0,585.0,11.0,0.0,3.0,18.0,0.0,25.0,29.0,0.8888888888888888,0.0,final,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,9.0,9.0,0.0,protected
long-method,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,JMSBroadcastingListener,initialize(CacheConfig),1.0,2.0,0.0,0.0,0.0,0.0,5.0,79.0,3.0,0.0,10.0,0.0,15.0,1.0,4.0,4.0,5.0,1.0,4.0,0.0,1.0,0.0,2.5,2.5,0.0,10.0,4.0,2.0,4.0,0.6,166.0,713.0,11929.0,166.0,14.0,1.0,0.0,5.0,7.0,66.0,1.0,0.0,0.0,0.0,10.0,34.0,479.0,4.0,36.0,629.0,4.0,0.0,13.0,34.0,0.5,10.0,10.0,1.0,0.0,other,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,4.0,0.0,public
long-method,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,JMSBroadcastingListener,finialize(),1.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,10.0,4.0,2.0,4.0,0.6,166.0,713.0,11929.0,166.0,14.0,1.0,0.0,5.0,7.0,66.0,1.0,0.0,0.0,0.0,10.0,34.0,479.0,4.0,36.0,629.0,4.0,0.0,13.0,34.0,0.5,10.0,10.0,1.0,0.0,other,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,4.0,0.0,public
long-method,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,JMSBroadcastingListener,sendNotification(ClusterNotification),1.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0,0.0,3.0,0.0,7.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,10.0,4.0,2.0,4.0,0.6,166.0,713.0,11929.0,166.0,14.0,1.0,0.0,5.0,7.0,66.0,1.0,0.0,0.0,0.0,10.0,34.0,479.0,4.0,36.0,629.0,4.0,0.0,13.0,34.0,0.5,10.0,10.0,1.0,0.0,other,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,4.0,0.0,public
long-method,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,JMSBroadcastingListener,getInitialContext(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,10.0,4.0,2.0,4.0,0.6,166.0,713.0,11929.0,166.0,14.0,1.0,0.0,5.0,7.0,66.0,1.0,0.0,0.0,0.0,10.0,34.0,479.0,4.0,36.0,629.0,4.0,0.0,13.0,34.0,0.5,10.0,10.0,1.0,0.0,other,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,4.0,0.0,public
long-method,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,com.opensymphony.oscache.plugins.clustersupport.JMSBroadcastingListener$1,onMessage(Message),1.0,1.0,0.0,2.0,1.0,0.0,3.0,32.0,6.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,2.0,3.0,1.0,1.0,1.0,0.0,34.0,713.0,11929.0,34.0,0.0,0.0,0.0,0.0,7.0,66.0,0.0,0.0,1.0,0.0,10.0,34.0,479.0,1.0,36.0,629.0,1.0,0.0,13.0,2.0,1.0,6.0,6.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,package
long-method,oscache-2.4.1,com.opensymphony.oscache.base.algorithm,AbstractConcurrentReadCache,put(ObjectObjectboolean),3.0,3.0,0.0,0.0,0.0,0.0,6.0,134.0,22.0,0.0,10.0,0.0,20.0,0.6363636363636364,1.0,1.0,7.0,13.0,1.0,0.0,1.0,0.0,4.314814814814815,3.873015873015873,3.0,3.0,11.0,2.0,5.0,0.9537166900420757,1910.0,2259.0,11929.0,2005.0,0.0,0.0,9.0,23.0,11.0,66.0,7.0,3.0,3.0,0.0,10.0,101.0,479.0,54.0,113.0,629.0,63.0,2.0,13.0,77.0,0.3835034013605442,233.0,244.0,0.0,0.0,abstract,9.0,3.0,6.0,14.0,6.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,55.0,58.0,1.0,0.0,0.0,4.0,10.0,17.0,19.0,34.0,50.0,1.0,public
long-method,oscache-2.4.1,com.opensymphony.oscache.base.algorithm,AbstractConcurrentReadCache,remove(Objectbooleanboolean),3.0,3.0,0.0,3.0,1.0,0.0,6.0,122.0,24.0,0.0,12.0,0.0,25.0,0.5,2.0,1.0,7.0,10.0,4.0,0.0,0.5,0.0,4.314814814814815,3.873015873015873,3.0,3.0,11.0,2.0,5.0,0.9537166900420757,1910.0,2259.0,11929.0,2005.0,0.0,0.0,9.0,23.0,11.0,66.0,7.0,3.0,3.0,0.0,10.0,101.0,479.0,54.0,113.0,629.0,63.0,2.0,13.0,77.0,0.3835034013605442,233.0,244.0,0.0,0.0,abstract,9.0,3.0,6.0,14.0,6.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,55.0,58.0,1.0,0.0,0.0,4.0,10.0,17.0,19.0,34.0,50.0,1.0,public
long-method,quilt-0.6-a-5,org.quilt.reg,Registry,Registry(),1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.5454545454545454,1.5454545454545454,0.0,0.0,1.0,1.0,1.0,0.3,146.0,197.0,8425.0,146.0,0.0,0.0,0.0,1.0,3.0,66.0,1.0,1.0,0.0,0.0,8.0,16.0,438.0,11.0,16.0,641.0,11.0,0.0,14.0,12.0,0.6222222222222222,17.0,17.0,1.0,0.0,other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,public
long-method,quilt-0.6-a-5,org.quilt.reg,Registry,clear(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5454545454545454,1.5454545454545454,0.0,0.0,1.0,1.0,1.0,0.3,146.0,197.0,8425.0,146.0,0.0,0.0,0.0,1.0,3.0,66.0,1.0,1.0,0.0,0.0,8.0,16.0,438.0,11.0,16.0,641.0,11.0,0.0,14.0,12.0,0.6222222222222222,17.0,17.0,1.0,0.0,other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,public
long-method,quilt-0.6-a-5,org.quilt.reg,Registry,comparator(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5454545454545454,1.5454545454545454,0.0,0.0,1.0,1.0,1.0,0.3,146.0,197.0,8425.0,146.0,0.0,0.0,0.0,1.0,3.0,66.0,1.0,1.0,0.0,0.0,8.0,16.0,438.0,11.0,16.0,641.0,11.0,0.0,14.0,12.0,0.6222222222222222,17.0,17.0,1.0,0.0,other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,public
long-method,quilt-0.6-a-5,org.quilt.reg,Registry,containsKey(String[]),1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5454545454545454,1.5454545454545454,0.0,0.0,1.0,1.0,1.0,0.3,146.0,197.0,8425.0,146.0,0.0,0.0,0.0,1.0,3.0,66.0,1.0,1.0,0.0,0.0,8.0,16.0,438.0,11.0,16.0,641.0,11.0,0.0,14.0,12.0,0.6222222222222222,17.0,17.0,1.0,0.0,other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,public
long-method,quilt-0.6-a-5,org.quilt.reg,Registry,get(String[]),1.0,1.0,1.0,0.0,0.0,4.0,2.0,10.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5454545454545454,1.5454545454545454,0.0,0.0,1.0,1.0,1.0,0.3,146.0,197.0,8425.0,146.0,0.0,0.0,0.0,1.0,3.0,66.0,1.0,1.0,0.0,0.0,8.0,16.0,438.0,11.0,16.0,641.0,11.0,0.0,14.0,12.0,0.6222222222222222,17.0,17.0,1.0,0.0,other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,public
long-method,quilt-0.6-a-5,org.quilt.cl,GraphTransformer,makeGraph(ClassGenMethodGen),3.0,2.0,0.0,10.0,5.0,0.0,6.0,181.0,29.0,0.0,24.0,0.0,40.0,0.16666666666666666,9.0,15.0,2.0,1.0,24.0,0.0,0.375,0.0,8.0,7.285714285714286,11.0,13.0,20.0,1.0,12.0,0.8666666666666667,306.0,2893.0,8425.0,321.0,0.0,0.0,1.0,5.0,14.0,66.0,0.0,0.0,0.0,4.0,8.0,112.0,438.0,6.0,139.0,641.0,7.0,0.0,14.0,38.0,0.2,48.0,51.0,0.75,0.0,other,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,4.0,5.0,1.0,public
long-method,quilt-0.6-a-5,org.quilt.cover.stmt,GraphAction.LampLighter,discoverEdge(Edge),3.0,1.0,0.0,14.0,6.0,0.0,8.0,110.0,20.0,1.0,15.0,2.0,33.0,0.06666666666666667,7.0,6.0,1.0,0.0,18.0,2.0,0.3888888888888889,0.0,3.7142857142857144,3.7142857142857144,14.0,9.0,6.0,1.0,7.0,0.8333333333333334,130.0,1008.0,8425.0,130.0,0.0,0.0,0.0,1.0,8.0,66.0,0.0,0.0,3.0,0.0,8.0,45.0,438.0,7.0,55.0,641.0,7.0,0.0,14.0,25.0,0.06666666666666667,26.0,26.0,1.0,0.0,other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,6.0,0.0,private
long-method,squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans,GraphXmlSerializer,GraphXmlSerializer(GraphPluginISessionGraphMainPanelTabString),1.0,4.0,1.0,1.0,1.0,1.0,3.0,22.0,3.0,0.0,6.0,0.0,10.0,0.75,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.2222222222222223,2.2222222222222223,1.0,3.0,2.0,1.0,4.0,0.825,200.0,817.0,8378.0,200.0,0.0,0.0,0.0,5.0,14.0,153.0,2.0,0.0,0.0,0.0,16.0,26.0,510.0,9.0,116.0,689.0,9.0,0.0,3.0,13.0,1.0,20.0,20.0,1.0,0.0,other,2.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,6.0,8.0,2.0,public
long-method,squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans,GraphXmlSerializer,write(GraphControllerXmlBean),1.0,1.0,1.0,1.0,1.0,1.0,2.0,18.0,2.0,0.0,5.0,0.0,9.0,0.75,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,2.2222222222222223,2.2222222222222223,1.0,3.0,2.0,1.0,4.0,0.825,200.0,817.0,8378.0,200.0,0.0,0.0,0.0,5.0,14.0,153.0,2.0,0.0,0.0,0.0,16.0,26.0,510.0,9.0,116.0,689.0,9.0,0.0,3.0,13.0,1.0,20.0,20.0,1.0,0.0,other,2.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,6.0,8.0,2.0,public
long-method,squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans,GraphXmlSerializer,read(),1.0,0.0,1.0,0.0,0.0,1.0,2.0,13.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.0,3.0,2.0,1.0,4.0,0.825,200.0,817.0,8378.0,200.0,0.0,0.0,0.0,5.0,14.0,153.0,2.0,0.0,0.0,0.0,16.0,26.0,510.0,9.0,116.0,689.0,9.0,0.0,3.0,13.0,1.0,20.0,20.0,1.0,0.0,other,2.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,6.0,8.0,2.0,public
long-method,squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans,GraphXmlSerializer,getFileName(StringStringString),1.0,3.0,0.0,0.0,0.0,0.0,2.0,13.0,2.0,0.0,7.0,0.0,8.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.0,3.0,2.0,1.0,4.0,0.825,200.0,817.0,8378.0,200.0,0.0,0.0,0.0,5.0,14.0,153.0,2.0,0.0,0.0,0.0,16.0,26.0,510.0,9.0,116.0,689.0,9.0,0.0,3.0,13.0,1.0,20.0,20.0,1.0,0.0,other,2.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,6.0,8.0,2.0,public
long-method,squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph,ConstraintData,replaceCopiedColsByReferences(ColumnInfo[]boolean),1.0,2.0,1.0,6.0,1.0,1.0,5.0,23.0,5.0,0.0,4.0,0.0,16.0,0.14285714285714285,1.0,1.0,1.0,0.0,6.0,0.0,0.16666666666666666,0.0,2.5,2.0555555555555554,12.0,3.0,6.0,1.0,2.0,0.803921568627451,190.0,7206.0,8378.0,240.0,0.0,0.0,6.0,6.0,132.0,153.0,0.0,0.0,0.0,16.0,16.0,463.0,510.0,12.0,551.0,689.0,18.0,0.0,3.0,40.0,0.42857142857142855,30.0,37.0,0.6666666666666666,0.0,other,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,9.0,0.0,public
long-method,jparse-0.96,jparse.expr,BooleanLiteralAST,BooleanLiteralAST(Token),1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,4.0,0.6666666666666666,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,2.0,6.0,2.0,0.0,29.0,2303.0,16524.0,29.0,45.0,0.0,0.0,0.0,26.0,65.0,0.0,0.0,0.0,0.0,4.0,159.0,673.0,5.0,198.0,780.0,5.0,0.0,3.0,18.0,0.0,5.0,5.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,public
long-method,jparse-0.96,jparse.expr,BooleanLiteralAST,computeType(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,2.0,6.0,2.0,0.0,29.0,2303.0,16524.0,29.0,45.0,0.0,0.0,0.0,26.0,65.0,0.0,0.0,0.0,0.0,4.0,159.0,673.0,5.0,198.0,780.0,5.0,0.0,3.0,18.0,0.0,5.0,5.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,public
long-method,jparse-0.96,jparse.expr,BooleanLiteralAST,computeExceptions(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,2.0,6.0,2.0,0.0,29.0,2303.0,16524.0,29.0,45.0,0.0,0.0,0.0,26.0,65.0,0.0,0.0,0.0,0.0,4.0,159.0,673.0,5.0,198.0,780.0,5.0,0.0,3.0,18.0,0.0,5.0,5.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,public
long-method,jparse-0.96,jparse.expr,BooleanLiteralAST,computeValue(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,2.0,6.0,2.0,0.0,29.0,2303.0,16524.0,29.0,45.0,0.0,0.0,0.0,26.0,65.0,0.0,0.0,0.0,0.0,4.0,159.0,673.0,5.0,198.0,780.0,5.0,0.0,3.0,18.0,0.0,5.0,5.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,public
long-method,jparse-0.96,jparse.expr,BooleanLiteralAST,getVarList(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,2.0,6.0,2.0,0.0,29.0,2303.0,16524.0,29.0,45.0,0.0,0.0,0.0,26.0,65.0,0.0,0.0,0.0,0.0,4.0,159.0,673.0,5.0,198.0,780.0,5.0,0.0,3.0,18.0,0.0,5.0,5.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,public
long-method,jparse-0.96,jparse,JavaParser,compilationUnit(),3.0,0.0,1.0,4.0,2.0,1.0,6.0,119.0,32.0,0.0,7.0,0.0,31.0,0.8333333333333334,2.0,1.0,20.0,4.0,2.0,0.0,1.0,0.0,8.954887218045112,8.895522388059701,13.0,55.0,20.0,3.0,14.0,0.9973798131692869,5732.0,12655.0,16524.0,5744.0,52.0,0.0,1.0,66.0,18.0,65.0,0.0,0.0,1.0,4.0,4.0,408.0,673.0,133.0,440.0,780.0,134.0,65.0,3.0,157.0,0.9389423076923077,1191.0,1192.0,0.08450704225352113,0.0,other,65.0,0.0,65.0,1.0,65.0,0.0,0.0,0.0,5.0,125.0,61.0,64.0,9.0,9.0,0.0,0.0,1.0,1.0,64.0,0.0,63.0,6.0,128.0,64.0,public
long-method,jparse-0.96,jparse,JavaParser,field(),3.0,0.0,0.0,4.0,3.0,0.0,9.0,267.0,37.0,0.0,28.0,0.0,48.0,0.8,5.0,6.0,16.0,10.0,6.0,0.0,0.8333333333333334,0.0,8.954887218045112,8.895522388059701,13.0,55.0,20.0,3.0,14.0,0.9973798131692869,5732.0,12655.0,16524.0,5744.0,52.0,0.0,1.0,66.0,18.0,65.0,0.0,0.0,1.0,4.0,4.0,408.0,673.0,133.0,440.0,780.0,134.0,65.0,3.0,157.0,0.9389423076923077,1191.0,1192.0,0.08450704225352113,0.0,other,65.0,0.0,65.0,1.0,65.0,0.0,0.0,0.0,5.0,125.0,61.0,64.0,9.0,9.0,0.0,0.0,1.0,1.0,64.0,0.0,63.0,6.0,128.0,64.0,public
long-method,jmoney-0.4.4,net.sf.jmoney.io,MT940,MT940(MainFrameAccountChooser),1.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.857142857142857,6.857142857142857,13.0,6.0,8.0,1.0,6.0,1.0,301.0,928.0,9457.0,301.0,0.0,0.0,0.0,6.0,7.0,190.0,2.0,0.0,1.0,1.0,3.0,41.0,563.0,7.0,41.0,713.0,7.0,0.0,4.0,23.0,0.0,48.0,48.0,1.0,0.0,other,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,4.0,6.0,0.0,public
